date,geography,industry,characteristics,estimate
February 2018,Ontario,Construction,Employment,488.20001
February 2018,Ontario,Construction,Labour force,531.40002
February 2018,Ontario,Digital Economy,Employment,795.29999
February 2018,Ontario,Digital Economy,Labour force,818.60004
February 2018,Ontario,Educational services,Employment,526.79999
February 2018,Ontario,Educational services,Labour force,536.09998
February 2018,Ontario,"Finance, insurance,",Employment,402.70001
February 2018,Ontario,"Finance, insurance,",Labour force,407
February 2018,Ontario,"Forestry, fishing,",Employment,6
February 2018,Ontario,"Forestry, fishing,",Labour force,6.0999999
February 2018,Ontario,Health care and social assistance,Employment,835.79999
February 2018,Ontario,Health care and social assistance,Labour force,847.20001
February 2018,Ontario,Information and Communication Technologies,Employment,393.5
February 2018,Ontario,Information and Communication Technologies,Labour force,403.20001
February 2018,Ontario,"Information, culture and recreation",Employment,299.5
February 2018,Ontario,"Information, culture and recreation",Labour force,317.70001
February 2018,Ontario,Manufacturing,Employment,769.5
February 2018,Ontario,Manufacturing,Labour force,794.90002
February 2018,Ontario,"Mining, quarrying, oil and gas",Employment,27.200001
February 2018,Ontario,"Mining, quarrying, oil and gas",Labour force,28.200001
February 2018,Ontario,Other services,Employment,277
February 2018,Ontario,Other services,Labour force,279
February 2018,Ontario,"Professional, scientific and technical services",Employment,606.79999
February 2018,Ontario,"Professional, scientific and technical services",Labour force,618.70001
February 2018,Ontario,Public administration,Employment,350.39999
February 2018,Ontario,Public administration,Labour force,354.5
February 2018,Ontario,Real estate and leasing,Employment,151.3
February 2018,Ontario,Real estate and leasing,Labour force,152.60001
February 2018,Ontario,"Total, all industries",Employment,7020.2002
February 2018,Ontario,"Total, all industries",Labour force,7440.3999
February 2018,Ontario,Trade,Employment,1047
February 2018,Ontario,Trade,Labour force,1092.4
February 2018,Ontario,Transportation and warehousing,Employment,361.79999
February 2018,Ontario,Transportation and warehousing,Labour force,372.10001
February 2018,Ontario,Utilities,Employment,53.900002
February 2018,Ontario,Utilities,Labour force,54.5
February 2018,Prince Edward Island,Accommodation and food services,Employment,5
February 2018,Prince Edward Island,Accommodation and food services,Labour force,5.8000002
February 2018,Prince Edward Island,Agriculture,Employment,3.0999999
February 2018,Prince Edward Island,Agriculture,Labour force,3.9000001
February 2018,Prince Edward Island,"Business, building and other support services",Employment,1.7
February 2018,Prince Edward Island,"Business, building and other support services",Labour force,2.2
February 2018,Prince Edward Island,Construction,Employment,4.9000001
February 2018,Prince Edward Island,Construction,Labour force,6.5
February 2018,Prince Edward Island,Digital Economy,Employment,3.8999999
February 2018,Prince Edward Island,Digital Economy,Labour force,4
February 2018,Prince Edward Island,Educational services,Employment,5.8000002
February 2018,Prince Edward Island,Educational services,Labour force,5.8000002
February 2018,Prince Edward Island,"Finance, insurance,",Employment,2
February 2018,Prince Edward Island,"Finance, insurance,",Labour force,2
February 2018,Prince Edward Island,"Forestry, fishing,",Employment,1.5
February 2018,Prince Edward Island,"Forestry, fishing,",Labour force,2.4000001
February 2018,Prince Edward Island,Health care and social assistance,Employment,10.7
February 2018,Prince Edward Island,Health care and social assistance,Labour force,10.7
February 2018,Prince Edward Island,Information and Communication Technologies,Employment,1.9
February 2018,Prince Edward Island,Information and Communication Technologies,Labour force,1.9
February 2018,Prince Edward Island,"Information, culture and recreation",Employment,2.5999999
February 2018,Prince Edward Island,"Information, culture and recreation",Labour force,3.3
February 2018,Prince Edward Island,Manufacturing,Employment,6.3000002
February 2018,Prince Edward Island,Manufacturing,Labour force,7.4000001
February 2018,Prince Edward Island,"Mining, quarrying, oil and gas",Employment,.5
February 2018,Prince Edward Island,"Mining, quarrying, oil and gas",Labour force,.5
February 2018,Prince Edward Island,Other services,Employment,3.4000001
February 2018,Prince Edward Island,Other services,Labour force,3.5999999
February 2018,Prince Edward Island,"Professional, scientific and technical services",Employment,3.5999999
February 2018,Prince Edward Island,"Professional, scientific and technical services",Labour force,3.7
February 2018,Prince Edward Island,Public administration,Employment,6.3000002
February 2018,Prince Edward Island,Public administration,Labour force,6.8000002
February 2018,Prince Edward Island,Real estate and leasing,Employment,.89999998
February 2018,Prince Edward Island,Real estate and leasing,Labour force,.89999998
February 2018,Prince Edward Island,"Total, all industries",Employment,71.900002
February 2018,Prince Edward Island,"Total, all industries",Labour force,81.699997
February 2018,Prince Edward Island,Trade,Employment,11.3
February 2018,Prince Edward Island,Trade,Labour force,12.2
February 2018,Prince Edward Island,Transportation and warehousing,Employment,2
February 2018,Prince Edward Island,Transportation and warehousing,Labour force,2.5999999
February 2018,Prince Edward Island,Utilities,Employment,.2
February 2018,Prince Edward Island,Utilities,Labour force,.2
February 2018,Quebec,Accommodation and food services,Employment,263.70001
February 2018,Quebec,Accommodation and food services,Labour force,277.5
February 2018,Quebec,Agriculture,Employment,47.400002
February 2018,Quebec,Agriculture,Labour force,50.900002
February 2018,Quebec,"Business, building and other support services",Employment,180.89999
February 2018,Quebec,"Business, building and other support services",Labour force,192
February 2018,Quebec,Construction,Employment,214.39999
February 2018,Quebec,Construction,Labour force,246
February 2018,Quebec,Digital Economy,Employment,434.10001
February 2018,Quebec,Digital Economy,Labour force,443.70001
February 2018,Quebec,Educational services,Employment,297.79999
February 2018,Quebec,Educational services,Labour force,299.70001
February 2018,Quebec,"Finance, insurance,",Employment,163.60001
February 2018,Quebec,"Finance, insurance,",Labour force,166
February 2018,Quebec,"Forestry, fishing,",Employment,13.6
February 2018,Quebec,"Forestry, fishing,",Labour force,17.799999
February 2018,Quebec,Health care and social assistance,Employment,579.59998
February 2018,Quebec,Health care and social assistance,Labour force,583.20001
February 2018,Quebec,Information and Communication Technologies,Employment,230.2
February 2018,Quebec,Information and Communication Technologies,Labour force,237.3
February 2018,Quebec,"Information, culture and recreation",Employment,180.3
February 2018,Quebec,"Information, culture and recreation",Labour force,193.3
February 2018,Quebec,Manufacturing,Employment,481.70001
February 2018,Quebec,Manufacturing,Labour force,507.60001
February 2018,Quebec,"Mining, quarrying, oil and gas",Employment,22.4
February 2018,Quebec,"Mining, quarrying, oil and gas",Labour force,23.1
February 2018,Quebec,Other services,Employment,176.39999
February 2018,Quebec,Other services,Labour force,183.60001
February 2018,Quebec,"Professional, scientific and technical services",Employment,310.89999
February 2018,Quebec,"Professional, scientific and technical services",Labour force,322.39999
February 2018,Quebec,Public administration,Employment,245.60001
February 2018,Quebec,Public administration,Labour force,249.39999
February 2018,Quebec,Real estate and leasing,Employment,67.900002
February 2018,Quebec,Real estate and leasing,Labour force,69
February 2018,Quebec,"Total, all industries",Employment,4129.7998
February 2018,Quebec,"Total, all industries",Labour force,4410.3999
February 2018,Quebec,Trade,Employment,643.79999
February 2018,Quebec,Trade,Labour force,673.79999
February 2018,Quebec,Transportation and warehousing,Employment,217.3
February 2018,Quebec,Transportation and warehousing,Labour force,228.89999
February 2018,Quebec,Utilities,Employment,22.5
February 2018,Quebec,Utilities,Labour force,23.5
February 2018,Saskatchewan,Accommodation and food services,Employment,34.799999
February 2018,Saskatchewan,Accommodation and food services,Labour force,37.099998
February 2018,Saskatchewan,Agriculture,Employment,34.299999
February 2018,Saskatchewan,Agriculture,Labour force,35
February 2018,Saskatchewan,"Business, building and other support services",Employment,14.1
February 2018,Saskatchewan,"Business, building and other support services",Labour force,15
February 2018,Saskatchewan,Construction,Employment,43.299999
February 2018,Saskatchewan,Construction,Labour force,50
February 2018,Saskatchewan,Digital Economy,Employment,34
February 2018,Saskatchewan,Digital Economy,Labour force,34.599998
February 2018,Saskatchewan,Educational services,Employment,43.700001
February 2018,Saskatchewan,Educational services,Labour force,45
February 2018,Saskatchewan,"Finance, insurance,",Employment,18.200001
February 2018,Saskatchewan,"Finance, insurance,",Labour force,18.200001
February 2018,Saskatchewan,"Forestry, fishing,",Employment,.89999998
February 2018,Saskatchewan,"Forestry, fishing,",Labour force,.89999998
February 2018,Saskatchewan,Health care and social assistance,Employment,75.800003
February 2018,Saskatchewan,Health care and social assistance,Labour force,76.900002
February 2018,Saskatchewan,Information and Communication Technologies,Employment,13.6
February 2018,Saskatchewan,Information and Communication Technologies,Labour force,13.7
February 2018,Saskatchewan,"Information, culture and recreation",Employment,18.5
February 2018,Saskatchewan,"Information, culture and recreation",Labour force,19.1
February 2018,Saskatchewan,Manufacturing,Employment,26.5
February 2018,Saskatchewan,Manufacturing,Labour force,27.6
February 2018,Saskatchewan,"Mining, quarrying, oil and gas",Employment,23.9
February 2018,Saskatchewan,"Mining, quarrying, oil and gas",Labour force,24.799999
February 2018,Saskatchewan,Other services,Employment,24.5
February 2018,Saskatchewan,Other services,Labour force,25.299999
February 2018,Saskatchewan,"Professional, scientific and technical services",Employment,25.299999
