date,geography,occupation,characteristics,estimate
January 2019,Quebec,"2161 Mathematicians, statisticians and actuaries",Labour force,8.5
January 2019,Quebec,2171 Information systems analysts and consultants,Employment,61.099998
January 2019,Quebec,2171 Information systems analysts and consultants,Labour force,61.099998
January 2019,Quebec,2172 Database analysts and data administrators,Employment,9
January 2019,Quebec,2172 Database analysts and data administrators,Labour force,9.1000004
January 2019,Quebec,2173 Software engineers and designers,Employment,3.0999999
January 2019,Quebec,2173 Software engineers and designers,Labour force,3.0999999
January 2019,Quebec,2174 Computer programmers and interactive media developers,Employment,37.400002
January 2019,Quebec,2174 Computer programmers and interactive media developers,Labour force,37.599998
January 2019,Quebec,2175 Web designers and developers,Employment,11.8
January 2019,Quebec,2175 Web designers and developers,Labour force,11.8
January 2019,Quebec,2241 Electrical and electronics engineering technologists and technicians,Employment,10.7
January 2019,Quebec,2241 Electrical and electronics engineering technologists and technicians,Labour force,10.7
January 2019,Quebec,2281 Computer network technicians,Employment,18.700001
January 2019,Quebec,2281 Computer network technicians,Labour force,18.700001
January 2019,Quebec,2282 User support technicians,Employment,9.6999998
January 2019,Quebec,2282 User support technicians,Labour force,11.8
January 2019,Quebec,2283 Information systems testing technicians,Employment,0
January 2019,Quebec,2283 Information systems testing technicians,Labour force,0
January 2019,Quebec,4163 Business development officers and marketing researchers and consultants,Employment,7
January 2019,Quebec,4163 Business development officers and marketing researchers and consultants,Labour force,8.5
January 2019,Quebec,5223 Graphic arts technicians,Employment,2.0999999
January 2019,Quebec,5223 Graphic arts technicians,Labour force,2.0999999
January 2019,Quebec,5224 Broadcast technicians,Employment,
January 2019,Quebec,5224 Broadcast technicians,Labour force,
January 2019,Quebec,5241 Graphic designers and illustrators,Employment,18.299999
January 2019,Quebec,5241 Graphic designers and illustrators,Labour force,18.299999
January 2019,Quebec,7241 Electricians (except industrial and power system),Employment,15.4
January 2019,Quebec,7241 Electricians (except industrial and power system),Labour force,16.4
January 2019,Quebec,7242 Industrial electricians,Employment,2.9000001
January 2019,Quebec,7242 Industrial electricians,Labour force,2.9000001
January 2019,Quebec,7243 Power system electricians,Employment,1.9
January 2019,Quebec,7243 Power system electricians,Labour force,1.9
January 2019,Quebec,7244 Electrical power line and cable workers,Employment,2.4000001
January 2019,Quebec,7244 Electrical power line and cable workers,Labour force,2.4000001
January 2019,Quebec,7245 Telecommunications line and cable workers,Employment,0
January 2019,Quebec,7245 Telecommunications line and cable workers,Labour force,0
January 2019,Quebec,7246 Telecommunications installation and repair workers,Employment,10.9
January 2019,Quebec,7246 Telecommunications installation and repair workers,Labour force,10.9
January 2019,Quebec,7247 Cable television service and maintenance technicians,Employment,1.7
January 2019,Quebec,7247 Cable television service and maintenance technicians,Labour force,1.7
January 2019,Saskatchewan,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
January 2019,Saskatchewan,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
January 2019,Saskatchewan,0211 Engineering managers,Employment,1
January 2019,Saskatchewan,0211 Engineering managers,Labour force,1
January 2019,Saskatchewan,0213 Computer and information systems managers,Employment,1
January 2019,Saskatchewan,0213 Computer and information systems managers,Labour force,1
January 2019,Saskatchewan,0601 Corporate sales managers,Employment,0
January 2019,Saskatchewan,0601 Corporate sales managers,Labour force,0
January 2019,Saskatchewan,"1123 Professional occupations in advertising, marketing and public relations",Employment,4
January 2019,Saskatchewan,"1123 Professional occupations in advertising, marketing and public relations",Labour force,4.1999998
January 2019,Saskatchewan,1253 Records management technicians,Employment,0
January 2019,Saskatchewan,1253 Records management technicians,Labour force,0
January 2019,Saskatchewan,2133 Electrical and electronics engineers,Employment,.80000001
January 2019,Saskatchewan,2133 Electrical and electronics engineers,Labour force,.80000001
January 2019,Saskatchewan,2147 Computer engineers (except software engineers and designers),Employment,0
January 2019,Saskatchewan,2147 Computer engineers (except software engineers and designers),Labour force,0
January 2019,Saskatchewan,"2148 Other professional engineers, n.e.c.",Employment,0
January 2019,Saskatchewan,"2148 Other professional engineers, n.e.c.",Labour force,0
January 2019,Saskatchewan,"2161 Mathematicians, statisticians and actuaries",Employment,0
January 2019,Saskatchewan,"2161 Mathematicians, statisticians and actuaries",Labour force,0
January 2019,Saskatchewan,2171 Information systems analysts and consultants,Employment,2.5999999
January 2019,Saskatchewan,2171 Information systems analysts and consultants,Labour force,2.9000001
January 2019,Saskatchewan,2172 Database analysts and data administrators,Employment,.60000002
January 2019,Saskatchewan,2172 Database analysts and data administrators,Labour force,.60000002
January 2019,Saskatchewan,2173 Software engineers and designers,Employment,0
January 2019,Saskatchewan,2173 Software engineers and designers,Labour force,0
January 2019,Saskatchewan,2174 Computer programmers and interactive media developers,Employment,1.9
January 2019,Saskatchewan,2174 Computer programmers and interactive media developers,Labour force,1.9
January 2019,Saskatchewan,2175 Web designers and developers,Employment,.80000001
January 2019,Saskatchewan,2175 Web designers and developers,Labour force,.80000001
January 2019,Saskatchewan,2241 Electrical and electronics engineering technologists and technicians,Employment,.60000002
January 2019,Saskatchewan,2241 Electrical and electronics engineering technologists and technicians,Labour force,.60000002
January 2019,Saskatchewan,2281 Computer network technicians,Employment,1.2
January 2019,Saskatchewan,2281 Computer network technicians,Labour force,1.2
January 2019,Saskatchewan,2282 User support technicians,Employment,2
January 2019,Saskatchewan,2282 User support technicians,Labour force,2.3
January 2019,Saskatchewan,2283 Information systems testing technicians,Employment,0
January 2019,Saskatchewan,2283 Information systems testing technicians,Labour force,0
January 2019,Saskatchewan,4163 Business development officers and marketing researchers and consultants,Employment,1
January 2019,Saskatchewan,4163 Business development officers and marketing researchers and consultants,Labour force,1
January 2019,Saskatchewan,5223 Graphic arts technicians,Employment,
January 2019,Saskatchewan,5223 Graphic arts technicians,Labour force,
January 2019,Saskatchewan,5224 Broadcast technicians,Employment,
January 2019,Saskatchewan,5224 Broadcast technicians,Labour force,
January 2019,Saskatchewan,5241 Graphic designers and illustrators,Employment,.60000002
January 2019,Saskatchewan,5241 Graphic designers and illustrators,Labour force,.69999999
January 2019,Saskatchewan,7241 Electricians (except industrial and power system),Employment,2.8
January 2019,Saskatchewan,7241 Electricians (except industrial and power system),Labour force,3.2
January 2019,Saskatchewan,7242 Industrial electricians,Employment,1.8
January 2019,Saskatchewan,7242 Industrial electricians,Labour force,1.8
January 2019,Saskatchewan,7243 Power system electricians,Employment,
January 2019,Saskatchewan,7243 Power system electricians,Labour force,
January 2019,Saskatchewan,7244 Electrical power line and cable workers,Employment,1
January 2019,Saskatchewan,7244 Electrical power line and cable workers,Labour force,1.1
January 2019,Saskatchewan,7245 Telecommunications line and cable workers,Employment,0
January 2019,Saskatchewan,7245 Telecommunications line and cable workers,Labour force,0
January 2019,Saskatchewan,7246 Telecommunications installation and repair workers,Employment,.89999998
January 2019,Saskatchewan,7246 Telecommunications installation and repair workers,Labour force,.89999998
January 2019,Saskatchewan,7247 Cable television service and maintenance technicians,Employment,
January 2019,Saskatchewan,7247 Cable television service and maintenance technicians,Labour force,
December 2018,Alberta,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
